Order ID,Region,State,Category,Sub-Category,Sales,Profit,Quantity,Discount,Customer Name,City,Payment Mode,Profit Ratio
234,South,West Bengal,Clothing,Skincare,31318.53,1273.73,5,0.15,Customer_233,City_233,Cash,0.04
235,West,Mizoram,Beauty & Personal Care,Kids' Fashion,19179.36,4138.51,9,0.2,Customer_234,City_234,UPI,0.22
236,East,Punjab,Beauty & Personal Care,Men's Fashion,18708.24,1285.57,16,0.1,Customer_235,City_235,Cash,0.07
237,East,Haryana,Home & Kitchen,Women's Fashion,24679.7,-4644.37,3,0.05,Customer_236,City_236,Cash,-0.19
238,South,Uttarakhand,Electronics,Kids' Fashion,24539.83,3536.7,14,0.0,Customer_237,City_237,UPI,0.14
239,Central,Manipur,Beauty & Personal Care,Audio,45581.28,11845.82,3,0.1,Customer_238,City_238,Debit Card,0.26
240,West,Chhattisgarh,Clothing,Fiction,38096.64,7501.76,7,0.05,Customer_239,City_239,Cash,0.2
241,Central,Mizoram,Clothing,Textbooks,38787.06,3917.69,12,0.2,Customer_240,City_240,Debit Card,0.1
242,Central,Maharashtra,Books,Fiction,35094.69,4360.65,12,0.2,Customer_241,City_241,Debit Card,0.12
243,South,Punjab,Beauty & Personal Care,Furniture,38556.71,-2053.35,14,0.05,Customer_242,City_242,Credit Card,-0.05
244,East,Haryana,Books,Laptops,16252.32,14725.83,8,0.1,Customer_243,City_243,Credit Card,0.91
245,East,Jharkhand,Home & Kitchen,Textbooks,48757.93,12563.81,2,0.15,Customer_244,City_244,Credit Card,0.26
246,East,Arunachal Pradesh,Home & Kitchen,Cookware,21105.71,1541.67,2,0.15,Customer_245,City_245,Credit Card,0.07
247,North,Himachal Pradesh,Beauty & Personal Care,Decor,29131.01,6773.28,7,0.05,Customer_246,City_246,Debit Card,0.23
248,South,Mizoram,Clothing,Haircare,33187.01,14999.14,19,0.2,Customer_247,City_247,UPI,0.45
249,East,Tripura,Books,Haircare,566.42,-2777.71,16,0.05,Customer_248,City_248,UPI,-4.9
250,East,Gujarat,Clothing,Fiction,22616.67,-4501.3,18,0.1,Customer_249,City_249,UPI,-0.2
251,West,Arunachal Pradesh,Clothing,Cookware,43500.65,-1338.92,2,0.15,Customer_250,City_250,Cash,-0.03
252,East,Sikkim,Clothing,Decor,27902.16,428.36,7,0.0,Customer_251,City_251,Cash,0.02
253,North,Nagaland,Books,Kids' Fashion,35011.92,2661.76,10,0.2,Customer_252,City_252,Debit Card,0.08
254,West,Punjab,Electronics,Audio,2983.02,3892.2,13,0.0,Customer_253,City_253,Cash,1.3
255,East,Manipur,Home & Kitchen,Skincare,33677.62,-2069.42,16,0.0,Customer_254,City_254,Cash,-0.06
256,North,Uttar Pradesh,Beauty & Personal Care,Kids' Fashion,46774.11,10565.01,12,0.05,Customer_255,City_255,UPI,0.23
257,South,Kerala,Books,Cookware,42428.4,8083.62,11,0.2,Customer_256,City_256,UPI,0.19
258,West,Jammu & Kashmir,Books,Cosmetics,14612.5,881.31,8,0.05,Customer_257,City_257,Credit Card,0.06
259,East,Chhattisgarh,Home & Kitchen,Furniture,36153.66,23.3,15,0.2,Customer_258,City_258,UPI,0.0
260,Central,Madhya Pradesh,Electronics,Skincare,14039.58,3803.26,10,0.05,Customer_259,City_259,Cash,0.27
261,East,Gujarat,Books,Men's Fashion,12382.02,4828.74,15,0.1,Customer_260,City_260,Cash,0.39
262,Central,Haryana,Electronics,Haircare,47399.34,5996.53,14,0.15,Customer_261,City_261,Credit Card,0.13
263,South,Arunachal Pradesh,Beauty & Personal Care,Mobiles,47250.35,5055.51,18,0.2,Customer_262,City_262,Credit Card,0.11
264,West,Himachal Pradesh,Books,Audio,37911.28,-92.3,1,0.1,Customer_263,City_263,Credit Card,-0.0
265,Central,West Bengal,Books,Skincare,42638.38,142.51,11,0.1,Customer_264,City_264,Cash,0.0
266,Central,Maharashtra,Electronics,Non-Fiction,12730.47,4379.15,6,0.2,Customer_265,City_265,UPI,0.34
267,South,Mizoram,Books,Non-Fiction,43448.83,1954.7,9,0.1,Customer_266,City_266,Debit Card,0.04
268,East,Rajasthan,Clothing,Fiction,7282.27,2369.09,5,0.05,Customer_267,City_267,Debit Card,0.33
269,West,Chhattisgarh,Books,Decor,32879.8,-2771.03,11,0.2,Customer_268,City_268,Cash,-0.08
270,East,Nagaland,Clothing,Furniture,34023.97,3281.61,1,0.0,Customer_269,City_269,UPI,0.1
271,South,Meghalaya,Electronics,Cosmetics,45748.0,-4638.5,5,0.15,Customer_270,City_270,Debit Card,-0.1
272,South,Himachal Pradesh,Electronics,Kids' Fashion,14662.41,-1654.75,11,0.0,Customer_271,City_271,Credit Card,-0.11
273,West,Tamil Nadu,Electronics,Kids' Fashion,44839.54,6901.81,11,0.0,Customer_272,City_272,UPI,0.15
274,East,Tamil Nadu,Beauty & Personal Care,Furniture,38003.55,6651.49,17,0.05,Customer_273,City_273,UPI,0.18
275,Central,Tamil Nadu,Home & Kitchen,Cosmetics,4806.39,9364.42,10,0.1,Customer_274,City_274,Cash,1.95
276,Central,Haryana,Home & Kitchen,Mobiles,7450.25,10640.32,9,0.15,Customer_275,City_275,Credit Card,1.43
277,Central,Jammu & Kashmir,Beauty & Personal Care,Women's Fashion,9516.71,10554.57,9,0.1,Customer_276,City_276,UPI,1.11
278,North,Arunachal Pradesh,Beauty & Personal Care,Laptops,7245.72,-3893.16,13,0.1,Customer_277,City_277,Credit Card,-0.54
279,North,Arunachal Pradesh,Clothing,Decor,46223.3,10561.77,12,0.1,Customer_278,City_278,Credit Card,0.23
280,North,Nagaland,Electronics,Haircare,8630.31,14436.11,16,0.15,Customer_279,City_279,Credit Card,1.67
281,North,Telangana,Clothing,Non-Fiction,31342.88,-946.48,18,0.1,Customer_280,City_280,Debit Card,-0.03
282,South,Uttar Pradesh,Books,Decor,36942.68,13805.77,10,0.2,Customer_281,City_281,Debit Card,0.37
283,South,Delhi,Clothing,Audio,6557.71,10429.3,9,0.05,Customer_282,City_282,UPI,1.59
284,East,Gujarat,Electronics,Men's Fashion,28949.71,4645.84,18,0.2,Customer_283,City_283,Cash,0.16
285,Central,Jammu & Kashmir,Electronics,Haircare,18933.44,159.64,4,0.15,Customer_284,City_284,UPI,0.01
286,Central,Assam,Electronics,Men's Fashion,8213.75,13034.14,12,0.0,Customer_285,City_285,Debit Card,1.59
287,West,Andhra Pradesh,Clothing,Skincare,32109.45,631.93,12,0.2,Customer_286,City_286,Credit Card,0.02
288,East,Uttar Pradesh,Beauty & Personal Care,Non-Fiction,36789.82,-230.26,11,0.0,Customer_287,City_287,UPI,-0.01
289,West,Telangana,Clothing,Skincare,8942.54,10476.22,15,0.2,Customer_288,City_288,Credit Card,1.17
290,East,Karnataka,Beauty & Personal Care,Audio,4868.01,-1053.57,2,0.05,Customer_289,City_289,Cash,-0.22
291,West,Rajasthan,Beauty & Personal Care,Women's Fashion,38664.63,2437.06,14,0.2,Customer_290,City_290,UPI,0.06
292,East,Manipur,Beauty & Personal Care,Skincare,48249.57,-3853.72,7,0.15,Customer_291,City_291,Credit Card,-0.08
293,East,Manipur,Beauty & Personal Care,Haircare,17230.18,564.07,6,0.05,Customer_292,City_292,UPI,0.03
294,West,Haryana,Electronics,Textbooks,15069.21,13663.87,14,0.0,Customer_293,City_293,Debit Card,0.91
295,East,West Bengal,Beauty & Personal Care,Men's Fashion,17122.17,-1748.8,17,0.05,Customer_294,City_294,Debit Card,-0.1
296,East,Uttarakhand,Books,Televisions,5771.74,13644.36,13,0.0,Customer_295,City_295,Credit Card,2.36
297,South,Uttarakhand,Electronics,Cookware,27307.36,3446.98,3,0.0,Customer_296,City_296,Cash,0.13
298,Central,Mizoram,Clothing,Men's Fashion,5348.84,-4152.76,8,0.05,Customer_297,City_297,Credit Card,-0.78
299,East,Rajasthan,Books,Textbooks,9507.4,7718.55,5,0.1,Customer_298,City_298,Debit Card,0.81
300,East,Mizoram,Books,Men's Fashion,33145.03,10904.89,4,0.15,Customer_299,City_299,Credit Card,0.33
301,South,Madhya Pradesh,Clothing,Cosmetics,44735.4,9158.46,16,0.2,Customer_300,City_300,Cash,0.2
302,Central,Delhi,Electronics,Laptops,18484.85,-4191.99,4,0.1,Customer_301,City_301,UPI,-0.23
303,South,West Bengal,Home & Kitchen,Decor,26920.6,257.44,12,0.05,Customer_302,City_302,Credit Card,0.01
304,East,Madhya Pradesh,Books,Skincare,49108.27,7909.8,1,0.15,Customer_303,City_303,Cash,0.16
305,North,Jharkhand,Home & Kitchen,Mobiles,15115.06,-3299.73,10,0.2,Customer_304,City_304,UPI,-0.22
306,North,Punjab,Home & Kitchen,Haircare,22924.91,6096.82,15,0.0,Customer_305,City_305,UPI,0.27
307,West,Manipur,Electronics,Kids' Fashion,23444.76,345.14,12,0.1,Customer_306,City_306,Cash,0.01
308,South,Rajasthan,Books,Kids' Fashion,41116.91,3730.29,12,0.2,Customer_307,City_307,UPI,0.09
309,West,Madhya Pradesh,Books,Kids' Fashion,35357.08,-977.36,14,0.1,Customer_308,City_308,Credit Card,-0.03
310,Central,Telangana,Clothing,Televisions,2469.86,12464.77,5,0.0,Customer_309,City_309,Debit Card,5.05
311,South,Himachal Pradesh,Books,Kids' Fashion,39878.84,-272.09,10,0.15,Customer_310,City_310,Cash,-0.01
312,North,Arunachal Pradesh,Books,Textbooks,36959.11,13550.05,19,0.2,Customer_311,City_311,Credit Card,0.37
313,North,Assam,Home & Kitchen,Skincare,17212.75,6800.98,11,0.1,Customer_312,City_312,UPI,0.4
314,North,Karnataka,Clothing,Cookware,3267.65,3811.96,10,0.05,Customer_313,City_313,Credit Card,1.17
315,Central,Odisha,Beauty & Personal Care,Cookware,32772.79,-4237.76,19,0.1,Customer_314,City_314,Credit Card,-0.13
316,North,Andhra Pradesh,Books,Fiction,36384.6,4544.22,5,0.2,Customer_315,City_315,Credit Card,0.12
317,East,Manipur,Home & Kitchen,Televisions,13770.34,11537.48,19,0.2,Customer_316,City_316,Credit Card,0.84
318,Central,Delhi,Electronics,Furniture,22914.83,11232.0,1,0.1,Customer_317,City_317,Cash,0.49
319,West,Gujarat,Clothing,Cosmetics,47573.8,13882.51,12,0.0,Customer_318,City_318,UPI,0.29
320,South,Karnataka,Clothing,Televisions,512.09,12042.68,13,0.05,Customer_319,City_319,Debit Card,23.52
321,East,Jharkhand,Books,Decor,23025.29,4190.93,16,0.0,Customer_320,City_320,Debit Card,0.18
322,North,Rajasthan,Books,Textbooks,1263.27,-3374.3,11,0.1,Customer_321,City_321,Credit Card,-2.67
323,West,Chhattisgarh,Books,Cosmetics,27293.39,4705.46,4,0.15,Customer_322,City_322,UPI,0.17
324,North,Manipur,Home & Kitchen,Furniture,22763.25,4107.16,4,0.0,Customer_323,City_323,Debit Card,0.18
325,East,Meghalaya,Electronics,Kids' Fashion,10557.89,13350.93,5,0.15,Customer_324,City_324,UPI,1.26
326,North,Karnataka,Clothing,Men's Fashion,27357.92,10849.32,14,0.0,Customer_325,City_325,Debit Card,0.4
327,South,Tamil Nadu,Books,Skincare,46955.95,3276.8,14,0.0,Customer_326,City_326,Credit Card,0.07
328,West,Delhi,Beauty & Personal Care,Audio,34707.02,-554.96,18,0.15,Customer_327,City_327,Debit Card,-0.02
329,Central,Nagaland,Books,Audio,40699.09,13353.62,19,0.15,Customer_328,City_328,Credit Card,0.33
330,South,Uttarakhand,Clothing,Textbooks,15568.25,5698.91,1,0.1,Customer_329,City_329,Debit Card,0.37
331,West,Himachal Pradesh,Home & Kitchen,Non-Fiction,5975.42,1858.71,19,0.0,Customer_330,City_330,Debit Card,0.31
332,West,Gujarat,Books,Cookware,46078.27,8295.8,3,0.0,Customer_331,City_331,Debit Card,0.18
333,West,Jammu & Kashmir,Electronics,Skincare,26333.67,-4012.71,2,0.0,Customer_332,City_332,Cash,-0.15
334,South,Gujarat,Home & Kitchen,Decor,18905.54,4928.72,4,0.2,Customer_333,City_333,Credit Card,0.26
335,Central,Andhra Pradesh,Home & Kitchen,Televisions,31466.48,3336.04,9,0.2,Customer_334,City_334,UPI,0.11
336,West,Odisha,Books,Women's Fashion,1855.95,5137.81,15,0.05,Customer_335,City_335,UPI,2.77
337,North,Madhya Pradesh,Clothing,Haircare,40958.44,5061.24,11,0.05,Customer_336,City_336,Debit Card,0.12
338,West,Jharkhand,Books,Furniture,6080.04,8450.18,1,0.05,Customer_337,City_337,UPI,1.39
339,Central,Goa,Books,Furniture,1329.56,-1882.1,4,0.1,Customer_338,City_338,UPI,-1.42
340,East,Goa,Home & Kitchen,Mobiles,26557.89,4115.84,13,0.2,Customer_339,City_339,Debit Card,0.15
341,West,Jharkhand,Electronics,Kids' Fashion,36211.56,-3024.28,9,0.15,Customer_340,City_340,Cash,-0.08
342,East,Manipur,Clothing,Mobiles,19779.43,8459.24,13,0.1,Customer_341,City_341,Credit Card,0.43
343,Central,Kerala,Beauty & Personal Care,Decor,39953.36,6627.51,17,0.05,Customer_342,City_342,Cash,0.17
344,East,Delhi,Beauty & Personal Care,Kids' Fashion,1179.86,1774.91,3,0.15,Customer_343,City_343,Credit Card,1.5
345,North,Uttar Pradesh,Home & Kitchen,Furniture,43120.06,12751.76,3,0.0,Customer_344,City_344,UPI,0.3
346,East,Arunachal Pradesh,Books,Furniture,17186.55,8472.23,11,0.0,Customer_345,City_345,UPI,0.49
347,South,Uttar Pradesh,Books,Televisions,22696.56,1425.91,9,0.0,Customer_346,City_346,Debit Card,0.06
348,South,Uttar Pradesh,Books,Skincare,2913.67,527.04,10,0.2,Customer_347,City_347,Cash,0.18
349,North,Himachal Pradesh,Beauty & Personal Care,Laptops,18053.12,10642.8,8,0.2,Customer_348,City_348,Debit Card,0.59
350,North,West Bengal,Beauty & Personal Care,Haircare,3192.73,3594.8,10,0.0,Customer_349,City_349,Debit Card,1.13
351,West,Tripura,Books,Kids' Fashion,30320.78,13778.93,6,0.1,Customer_350,City_350,Cash,0.45
352,South,Odisha,Home & Kitchen,Men's Fashion,42518.98,4064.56,15,0.05,Customer_351,City_351,Credit Card,0.1
353,West,Haryana,Books,Men's Fashion,7181.14,6224.68,19,0.15,Customer_352,City_352,Debit Card,0.87
354,North,Madhya Pradesh,Clothing,Skincare,17498.52,14350.74,7,0.2,Customer_353,City_353,Cash,0.82
355,Central,Kerala,Beauty & Personal Care,Haircare,13549.87,-1345.95,9,0.05,Customer_354,City_354,UPI,-0.1
356,South,Sikkim,Electronics,Haircare,43123.92,2608.09,19,0.05,Customer_355,City_355,Cash,0.06
357,East,Meghalaya,Home & Kitchen,Furniture,35504.83,-4129.1,10,0.0,Customer_356,City_356,UPI,-0.12
358,Central,Telangana,Home & Kitchen,Women's Fashion,27271.21,-2270.96,14,0.15,Customer_357,City_357,Debit Card,-0.08
359,Central,Manipur,Electronics,Audio,40686.37,-1411.8,5,0.05,Customer_358,City_358,Credit Card,-0.03
360,Central,Nagaland,Home & Kitchen,Decor,27812.09,-921.08,13,0.1,Customer_359,City_359,Cash,-0.03
361,West,Madhya Pradesh,Home & Kitchen,Cookware,2684.73,-3142.1,15,0.05,Customer_360,City_360,UPI,-1.17
362,South,Himachal Pradesh,Home & Kitchen,Laptops,17626.0,9240.57,1,0.2,Customer_361,City_361,UPI,0.52
363,Central,Andhra Pradesh,Books,Textbooks,7837.25,5397.73,16,0.2,Customer_362,City_362,Cash,0.69
364,South,Jharkhand,Books,Cookware,13875.04,12324.86,8,0.2,Customer_363,City_363,Cash,0.89
365,East,Madhya Pradesh,Home & Kitchen,Men's Fashion,30440.35,7391.55,5,0.1,Customer_364,City_364,Debit Card,0.24
366,West,Mizoram,Home & Kitchen,Mobiles,7174.1,12942.69,5,0.15,Customer_365,City_365,Cash,1.8
367,West,Madhya Pradesh,Electronics,Textbooks,7679.75,64.92,19,0.2,Customer_366,City_366,UPI,0.01
368,Central,Chhattisgarh,Home & Kitchen,Textbooks,27168.09,1847.02,7,0.15,Customer_367,City_367,Debit Card,0.07
369,East,Karnataka,Books,Skincare,28307.63,10131.44,12,0.0,Customer_368,City_368,Cash,0.36
370,Central,Karnataka,Books,Textbooks,19058.25,-4049.81,17,0.15,Customer_369,City_369,Cash,-0.21
371,North,Jharkhand,Home & Kitchen,Women's Fashion,6281.88,5881.56,12,0.05,Customer_370,City_370,Debit Card,0.94
372,South,Meghalaya,Beauty & Personal Care,Mobiles,35827.65,-3233.98,4,0.15,Customer_371,City_371,Cash,-0.09
373,West,Nagaland,Home & Kitchen,Men's Fashion,32276.22,13794.53,4,0.2,Customer_372,City_372,Debit Card,0.43
374,South,Chhattisgarh,Electronics,Textbooks,6098.86,3602.5,15,0.2,Customer_373,City_373,Debit Card,0.59
375,East,Sikkim,Electronics,Textbooks,44277.71,13322.44,16,0.1,Customer_374,City_374,Credit Card,0.3
376,West,Mizoram,Clothing,Furniture,15054.51,-2978.06,16,0.15,Customer_375,City_375,Credit Card,-0.2
377,East,Mizoram,Electronics,Haircare,27111.55,10141.1,11,0.1,Customer_376,City_376,UPI,0.37
378,West,Punjab,Clothing,Laptops,8023.97,5027.02,5,0.0,Customer_377,City_377,Cash,0.63
379,West,Delhi,Beauty & Personal Care,Mobiles,42460.19,3966.47,1,0.1,Customer_378,City_378,Cash,0.09
380,West,Maharashtra,Books,Furniture,1165.28,-2777.87,13,0.1,Customer_379,City_379,Debit Card,-2.38
381,East,Delhi,Beauty & Personal Care,Haircare,7145.21,6558.46,13,0.2,Customer_380,City_380,UPI,0.92
382,South,Nagaland,Home & Kitchen,Audio,36618.35,12454.46,10,0.05,Customer_381,City_381,UPI,0.34
383,West,Manipur,Beauty & Personal Care,Decor,29416.59,10360.1,15,0.1,Customer_382,City_382,UPI,0.35
384,Central,Meghalaya,Books,Laptops,49360.65,5053.61,7,0.05,Customer_383,City_383,UPI,0.1
385,South,Kerala,Home & Kitchen,Men's Fashion,6999.88,-1530.39,4,0.2,Customer_384,City_384,Credit Card,-0.22
386,East,Chhattisgarh,Beauty & Personal Care,Textbooks,42039.73,1369.08,18,0.0,Customer_385,City_385,Credit Card,0.03
387,East,Arunachal Pradesh,Books,Furniture,31769.4,12644.8,19,0.0,Customer_386,City_386,UPI,0.4
388,West,Himachal Pradesh,Books,Women's Fashion,8232.11,9463.16,4,0.0,Customer_387,City_387,Credit Card,1.15
389,Central,Karnataka,Electronics,Skincare,47708.19,5506.1,8,0.15,Customer_388,City_388,UPI,0.12
390,West,Chhattisgarh,Books,Cookware,2102.43,-2887.33,17,0.15,Customer_389,City_389,UPI,-1.37
391,Central,Tamil Nadu,Books,Cookware,24508.57,9780.32,19,0.15,Customer_390,City_390,UPI,0.4
392,West,Arunachal Pradesh,Home & Kitchen,Men's Fashion,30431.27,2232.97,5,0.0,Customer_391,City_391,UPI,0.07
393,South,West Bengal,Clothing,Fiction,24757.21,-2116.72,15,0.0,Customer_392,City_392,Credit Card,-0.09
394,Central,Uttar Pradesh,Home & Kitchen,Men's Fashion,22171.28,10172.72,2,0.15,Customer_393,City_393,UPI,0.46
395,East,Tripura,Home & Kitchen,Decor,38213.25,8103.16,17,0.05,Customer_394,City_394,Debit Card,0.21
396,North,Odisha,Beauty & Personal Care,Decor,49719.6,6411.45,16,0.15,Customer_395,City_395,Cash,0.13
397,South,Haryana,Electronics,Laptops,15550.94,6088.8,12,0.05,Customer_396,City_396,UPI,0.39
398,South,Madhya Pradesh,Electronics,Haircare,10382.38,-3044.59,2,0.0,Customer_397,City_397,UPI,-0.29
399,North,Tripura,Beauty & Personal Care,Haircare,31643.65,551.15,3,0.0,Customer_398,City_398,Debit Card,0.02
400,South,Odisha,Books,Furniture,6878.31,11250.02,11,0.05,Customer_399,City_399,Debit Card,1.64
401,South,Haryana,Books,Kids' Fashion,502.43,12351.48,8,0.05,Customer_400,City_400,Credit Card,24.58
402,Central,Telangana,Books,Kids' Fashion,32549.0,14861.81,11,0.05,Customer_401,City_401,Debit Card,0.46
403,Central,Andhra Pradesh,Electronics,Skincare,33250.62,7934.23,12,0.2,Customer_402,City_402,UPI,0.24
404,West,Gujarat,Clothing,Televisions,12714.0,9441.45,7,0.05,Customer_403,City_403,Debit Card,0.74
405,West,Punjab,Home & Kitchen,Skincare,31035.74,938.51,1,0.15,Customer_404,City_404,Credit Card,0.03
406,North,Bihar,Beauty & Personal Care,Laptops,35470.84,-3056.01,17,0.2,Customer_405,City_405,Credit Card,-0.09
407,North,Odisha,Electronics,Fiction,14216.39,12586.6,7,0.05,Customer_406,City_406,Cash,0.89
408,East,Maharashtra,Clothing,Decor,44803.27,-4800.6,15,0.1,Customer_407,City_407,Cash,-0.11
409,Central,Gujarat,Electronics,Decor,45470.68,12528.0,5,0.15,Customer_408,City_408,Debit Card,0.28
410,North,Madhya Pradesh,Books,Skincare,33916.48,-4635.06,3,0.05,Customer_409,City_409,Debit Card,-0.14
411,West,Meghalaya,Home & Kitchen,Laptops,40855.62,5104.54,4,0.05,Customer_410,City_410,Credit Card,0.12
412,South,Sikkim,Home & Kitchen,Fiction,47022.79,8665.57,8,0.05,Customer_411,City_411,Cash,0.18
413,East,Jharkhand,Clothing,Decor,12332.44,4771.71,3,0.15,Customer_412,City_412,UPI,0.39
414,North,Jharkhand,Books,Skincare,42907.92,5111.1,17,0.15,Customer_413,City_413,Debit Card,0.12
415,South,Chhattisgarh,Clothing,Women's Fashion,34759.3,3431.67,9,0.1,Customer_414,City_414,Credit Card,0.1
416,West,Himachal Pradesh,Books,Kids' Fashion,31963.37,2098.34,5,0.1,Customer_415,City_415,UPI,0.07
417,East,Jammu & Kashmir,Clothing,Textbooks,10857.4,10217.12,4,0.2,Customer_416,City_416,Credit Card,0.94
418,West,Sikkim,Clothing,Kids' Fashion,18286.78,11217.37,12,0.0,Customer_417,City_417,Debit Card,0.61
419,East,Jharkhand,Home & Kitchen,Fiction,6788.03,-1365.34,14,0.1,Customer_418,City_418,Cash,-0.2
420,South,Karnataka,Clothing,Cookware,14102.75,13154.36,3,0.05,Customer_419,City_419,UPI,0.93
421,North,Karnataka,Books,Mobiles,8025.92,7400.77,10,0.15,Customer_420,City_420,Credit Card,0.92
422,South,Odisha,Clothing,Audio,46476.62,-2082.47,11,0.0,Customer_421,City_421,Credit Card,-0.04
423,Central,Arunachal Pradesh,Books,Audio,35587.76,-132.17,11,0.1,Customer_422,City_422,Cash,-0.0
424,West,Andhra Pradesh,Books,Kids' Fashion,49737.69,-425.72,19,0.2,Customer_423,City_423,UPI,-0.01
425,East,Delhi,Home & Kitchen,Non-Fiction,21215.2,7650.4,16,0.15,Customer_424,City_424,Credit Card,0.36
426,North,Telangana,Beauty & Personal Care,Mobiles,39509.76,-3993.97,18,0.15,Customer_425,City_425,Cash,-0.1
427,South,Mizoram,Clothing,Skincare,20391.53,-3887.06,12,0.0,Customer_426,City_426,Debit Card,-0.19
428,North,Telangana,Clothing,Men's Fashion,3105.51,8260.62,8,0.05,Customer_427,City_427,Cash,2.66
429,East,Odisha,Clothing,Textbooks,9834.93,3151.44,19,0.0,Customer_428,City_428,Cash,0.32
430,East,Bihar,Home & Kitchen,Non-Fiction,49800.19,4766.27,13,0.0,Customer_429,City_429,Credit Card,0.1
431,East,Telangana,Home & Kitchen,Women's Fashion,43441.72,10063.32,9,0.2,Customer_430,City_430,UPI,0.23
432,Central,Arunachal Pradesh,Electronics,Women's Fashion,6024.0,-2791.35,12,0.05,Customer_431,City_431,UPI,-0.46
433,Central,Tamil Nadu,Home & Kitchen,Mobiles,4852.93,1627.51,4,0.2,Customer_432,City_432,UPI,0.34
434,West,Madhya Pradesh,Clothing,Furniture,10994.5,827.65,2,0.1,Customer_433,City_433,Credit Card,0.08
435,Central,Jharkhand,Books,Decor,19177.46,9285.91,4,0.1,Customer_434,City_434,Debit Card,0.48
436,Central,Sikkim,Books,Cookware,47928.83,2572.25,7,0.0,Customer_435,City_435,UPI,0.05
437,East,Karnataka,Home & Kitchen,Televisions,15098.18,10187.96,5,0.15,Customer_436,City_436,Credit Card,0.67
438,South,Odisha,Home & Kitchen,Haircare,4513.86,8797.97,5,0.0,Customer_437,City_437,Credit Card,1.95
439,East,Rajasthan,Books,Cosmetics,5700.66,8053.04,1,0.2,Customer_438,City_438,Cash,1.41
440,East,Assam,Electronics,Haircare,45240.32,13124.58,18,0.0,Customer_439,City_439,Debit Card,0.29
441,South,Arunachal Pradesh,Clothing,Televisions,30614.32,11505.02,18,0.05,Customer_440,City_440,UPI,0.38
442,South,Jharkhand,Books,Textbooks,33628.58,1311.78,10,0.15,Customer_441,City_441,UPI,0.04
443,South,Manipur,Clothing,Audio,15081.04,13121.7,10,0.15,Customer_442,City_442,Debit Card,0.87
444,Central,Goa,Electronics,Mobiles,4292.93,14684.87,2,0.05,Customer_443,City_443,Debit Card,3.42
445,West,Mizoram,Home & Kitchen,Haircare,4474.12,12737.1,8,0.15,Customer_444,City_444,Debit Card,2.85
446,Central,Meghalaya,Books,Kids' Fashion,44707.35,250.02,7,0.1,Customer_445,City_445,Debit Card,0.01
447,North,Nagaland,Electronics,Laptops,25206.12,8729.35,6,0.2,Customer_446,City_446,Cash,0.35
448,North,Tamil Nadu,Electronics,Televisions,9547.59,3897.71,15,0.0,Customer_447,City_447,Debit Card,0.41
449,North,Mizoram,Books,Cookware,26839.97,6804.0,4,0.05,Customer_448,City_448,Credit Card,0.25
450,East,Madhya Pradesh,Beauty & Personal Care,Cookware,26446.66,10357.29,3,0.2,Customer_449,City_449,UPI,0.39
451,West,Nagaland,Books,Televisions,33619.77,-1674.75,6,0.15,Customer_450,City_450,Debit Card,-0.05
452,Central,Andhra Pradesh,Home & Kitchen,Fiction,25137.13,2479.88,15,0.0,Customer_451,City_451,Cash,0.1
453,North,Meghalaya,Books,Kids' Fashion,41038.66,2925.27,13,0.05,Customer_452,City_452,Debit Card,0.07
454,North,Delhi,Home & Kitchen,Women's Fashion,20179.51,2857.18,8,0.2,Customer_453,City_453,Credit Card,0.14
455,North,West Bengal,Home & Kitchen,Cookware,30525.76,573.94,11,0.1,Customer_454,City_454,Credit Card,0.02
456,East,Tripura,Electronics,Skincare,12658.97,3315.65,14,0.2,Customer_455,City_455,Cash,0.26
457,South,Delhi,Books,Cookware,18354.84,-1138.53,7,0.1,Customer_456,City_456,Debit Card,-0.06
458,Central,Jammu & Kashmir,Electronics,Women's Fashion,49616.72,-4918.45,19,0.1,Customer_457,City_457,UPI,-0.1
459,East,Rajasthan,Home & Kitchen,Women's Fashion,15457.51,-2887.9,12,0.05,Customer_458,City_458,Credit Card,-0.19
460,Central,Meghalaya,Clothing,Laptops,12747.39,12915.52,5,0.1,Customer_459,City_459,Debit Card,1.01
461,West,Manipur,Books,Televisions,18012.25,12856.82,4,0.0,Customer_460,City_460,Debit Card,0.71
462,North,Telangana,Books,Audio,31332.14,13846.14,13,0.1,Customer_461,City_461,Credit Card,0.44
463,South,West Bengal,Home & Kitchen,Haircare,17410.61,-2530.54,2,0.2,Customer_462,City_462,Debit Card,-0.15
464,North,Madhya Pradesh,Books,Men's Fashion,44658.39,11139.83,17,0.05,Customer_463,City_463,Cash,0.25
465,South,Telangana,Home & Kitchen,Laptops,3499.05,4348.49,12,0.1,Customer_464,City_464,Credit Card,1.24
466,South,Mizoram,Home & Kitchen,Fiction,38308.07,12953.92,11,0.15,Customer_465,City_465,Cash,0.34
467,Central,Nagaland,Beauty & Personal Care,Cookware,45313.6,-3161.65,14,0.15,Customer_466,City_466,Credit Card,-0.07
468,East,Odisha,Beauty & Personal Care,Fiction,520.41,5707.29,6,0.2,Customer_467,City_467,Cash,10.97
469,North,Assam,Books,Decor,18012.11,7389.93,4,0.1,Customer_468,City_468,Cash,0.41
470,South,Tamil Nadu,Beauty & Personal Care,Furniture,6764.59,5205.77,4,0.15,Customer_469,City_469,Credit Card,0.77
